pokemon_form_tree_id,pokemon_form_id,transition_grid_position,transition_grid_text_markup,transition_grid_text_html,text_top_markup,text_top_html,text_bottom_markup,text_bottom_html,grid_column,grid_row
125,1335,left,"<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span>{Dynamax Band;ITEM;dynamax-band}</span>
  <span>{-;MISC;PLUS}</span>
  <span>{Gigantamax Factor;MISC;GIGANTAMAXFACTOR}</span>
  <span>{-;MISC;ARROWLR}</span>
</div>","<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span><a href=""/items/dynamax-band"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Dynamax Band</span><img src=""https://cdn.pokedb.org/a68508ad627362373ffd1ee0b3f07dc45b5e367c90559ff295217a6864275871w20h20"" width=""20"" height=""20"" alt=""Item Icon for Dynamax Band"" style=""width: 20px; height: 20px""></a></span>
  <span><span style=""display: inline-flex; gap: 0.25rem""><img src=""https://cdn.pokedb.org/cdn_assets/meta_assets/icons/effect_conversion/plus.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span></span>
  <span><span style=""display: inline-flex; gap: 0.25rem""><span style=""text-transform: uppercase; font-family: ui-monospace, SFMono-Regular, Menlo, Monaco, Consolas, 'Liberation Mono', 'Courier New', monospace;"">Gigantamax Factor</span><img src=""https://cdn.pokedb.org/cdn_assets/meta_assets/icons/effect_conversion/gigantamax_factor.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span></span>
  <span><span style=""display: inline-flex; gap: 0.25rem""><img src=""https://cdn.pokedb.org/cdn_assets/meta_assets/icons/effect_conversion/arrow_left_right.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span></span>
</div>",Lasts three turns,Lasts three turns,,,2,1
126,1125,,,,,,,,1,1
126,1126,left,"<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span>{Rusted Sword;ITEM;rusted-sword}</span>
  <span>{-;MISC;ARROWLR}</span>
</div>","<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span><a href=""/items/rusted-sword"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Rusted Sword</span><img src=""https://cdn.pokedb.org/e8ae58d6c22aa46d65c7f3c7769a8716c0026986db9a74ca5c8535818e48ef60w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rusted Sword"" style=""width: 20px; height: 20px""></a></span>
  <span><span style=""display: inline-flex; gap: 0.25rem""><img src=""https://cdn.pokedb.org/cdn_assets/meta_assets/icons/effect_conversion/arrow_left_right.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span></span>
</div>",While holding {Rusted Sword;ITEM;rusted-sword},"While holding <a href=""/items/rusted-sword"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Rusted Sword</span><img src=""https://cdn.pokedb.org/e8ae58d6c22aa46d65c7f3c7769a8716c0026986db9a74ca5c8535818e48ef60w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rusted Sword"" style=""width: 20px; height: 20px""></a>",,,2,1
127,1127,,,,,,,,1,1
127,1128,left,"<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span>{Rusted Shield;ITEM;rusted-shield}</span>
  <span>{-;MISC;ARROWLR}</span>
</div>","<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span><a href=""/items/rusted-shield"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Rusted Shield</span><img src=""https://cdn.pokedb.org/55a5c3373901c836b4a33b4ce3fb3d67d0ae08f7043f1206f3d6c2bde2797a88w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rusted Shield"" style=""width: 20px; height: 20px""></a></span>
  <span><span style=""display: inline-flex; gap: 0.25rem""><img src=""https://cdn.pokedb.org/cdn_assets/meta_assets/icons/effect_conversion/arrow_left_right.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span></span>
</div>",While holding {Rusted Shield;ITEM;rusted-shield},"While holding <a href=""/items/rusted-shield"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Rusted Shield</span><img src=""https://cdn.pokedb.org/55a5c3373901c836b4a33b4ce3fb3d67d0ae08f7043f1206f3d6c2bde2797a88w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rusted Shield"" style=""width: 20px; height: 20px""></a>",,,2,1
128,1129,,,,,,,,1,1
128,1130,left,"<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span>{-;MISC;ARROWLR}</span>
</div>","<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span><span style=""display: inline-flex; gap: 0.25rem""><img src=""https://cdn.pokedb.org/cdn_assets/meta_assets/icons/effect_conversion/arrow_left_right.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span></span>
</div>",Unobtainable,Unobtainable,,,2,1
129,1132,,,,,,,,1,1
142,413,left,"<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span>{Altarianite;ITEM;altarianite}</span>
  <span>{-;MISC;ARROWLR}</span>
</div>","<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span><a href=""/items/altarianite"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Altarianite</span><img src=""https://cdn.pokedb.org/74f8a90300dfe7d594c62b42798ee21e24bc6b65ad458aec7c86f36878a238ebw20h20"" width=""20"" height=""20"" alt=""Item Icon for Altarianite"" style=""width: 20px; height: 20px""></a></span>
  <span><span style=""display: inline-flex; gap: 0.25rem""><img src=""https://cdn.pokedb.org/cdn_assets/meta_assets/icons/effect_conversion/arrow_left_right.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span></span>
</div>",While holding {Altarianite;ITEM;altarianite},"While holding <a href=""/items/altarianite"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Altarianite</span><img src=""https://cdn.pokedb.org/74f8a90300dfe7d594c62b42798ee21e24bc6b65ad458aec7c86f36878a238ebw20h20"" width=""20"" height=""20"" alt=""Item Icon for Altarianite"" style=""width: 20px; height: 20px""></a>",,,2,1
129,1336,left,"<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span>{Dynamax Band;ITEM;dynamax-band}</span>
  <span>{-;MISC;PLUS}</span>
  <span>{Gigantamax Factor;MISC;GIGANTAMAXFACTOR}</span>
  <span>{-;MISC;ARROWLR}</span>
</div>","<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span><a href=""/items/dynamax-band"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Dynamax Band</span><img src=""https://cdn.pokedb.org/a68508ad627362373ffd1ee0b3f07dc45b5e367c90559ff295217a6864275871w20h20"" width=""20"" height=""20"" alt=""Item Icon for Dynamax Band"" style=""width: 20px; height: 20px""></a></span>
  <span><span style=""display: inline-flex; gap: 0.25rem""><img src=""https://cdn.pokedb.org/cdn_assets/meta_assets/icons/effect_conversion/plus.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span></span>
  <span><span style=""display: inline-flex; gap: 0.25rem""><span style=""text-transform: uppercase; font-family: ui-monospace, SFMono-Regular, Menlo, Monaco, Consolas, 'Liberation Mono', 'Courier New', monospace;"">Gigantamax Factor</span><img src=""https://cdn.pokedb.org/cdn_assets/meta_assets/icons/effect_conversion/gigantamax_factor.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span></span>
  <span><span style=""display: inline-flex; gap: 0.25rem""><img src=""https://cdn.pokedb.org/cdn_assets/meta_assets/icons/effect_conversion/arrow_left_right.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span></span>
</div>",Lasts three turns,Lasts three turns,,,2,1
129,1133,,,,,,,,1,2
129,1337,left,"<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span>{Dynamax Band;ITEM;dynamax-band}</span>
  <span>{-;MISC;PLUS}</span>
  <span>{Gigantamax Factor;MISC;GIGANTAMAXFACTOR}</span>
  <span>{-;MISC;ARROWLR}</span>
</div>","<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span><a href=""/items/dynamax-band"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Dynamax Band</span><img src=""https://cdn.pokedb.org/a68508ad627362373ffd1ee0b3f07dc45b5e367c90559ff295217a6864275871w20h20"" width=""20"" height=""20"" alt=""Item Icon for Dynamax Band"" style=""width: 20px; height: 20px""></a></span>
  <span><span style=""display: inline-flex; gap: 0.25rem""><img src=""https://cdn.pokedb.org/cdn_assets/meta_assets/icons/effect_conversion/plus.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span></span>
  <span><span style=""display: inline-flex; gap: 0.25rem""><span style=""text-transform: uppercase; font-family: ui-monospace, SFMono-Regular, Menlo, Monaco, Consolas, 'Liberation Mono', 'Courier New', monospace;"">Gigantamax Factor</span><img src=""https://cdn.pokedb.org/cdn_assets/meta_assets/icons/effect_conversion/gigantamax_factor.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span></span>
  <span><span style=""display: inline-flex; gap: 0.25rem""><img src=""https://cdn.pokedb.org/cdn_assets/meta_assets/icons/effect_conversion/arrow_left_right.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span></span>
</div>",Lasts three turns,Lasts three turns,,,2,2
130,1134,,,,,,,,1,1
130,1135,,,,,,,,2,1
131,1141,right,"<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span>{Reins of Unity;ITEM;reins-of-unity}</span>
  <span>{-;MISC;ARROWLR}</span>
</div>","<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span><a href=""/items/reins-of-unity"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Reins of Unity</span><img src=""https://cdn.pokedb.org/6893b207859134dd8d9c77ca8fb957b5c465950113d37e201aae6be7f682e523w20h20"" width=""20"" height=""20"" alt=""Item Icon for Reins of Unity"" style=""width: 20px; height: 20px""></a></span>
  <span><span style=""display: inline-flex; gap: 0.25rem""><img src=""https://cdn.pokedb.org/cdn_assets/meta_assets/icons/effect_conversion/arrow_left_right.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span></span>
</div>",With {Glastrier;POKEMON;glastrier},"With <a href=""/pokemon/glastrier"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Glastrier</span><img src=""https://cdn.pokedb.org/c2d34e63bccfa317ce4c1527d78dedd696fb98f0540e9d924d24ccd38ed7e8bfw40h40"" width=""20"" height=""20"" alt=""Pokemon Image for Glastrier"" style=""width: 20px; height: 20px""></a>",,,1,1
131,1140,,,,,,,,2,1
131,1142,left,"<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span>{Reins of Unity;ITEM;reins-of-unity}</span>
  <span>{-;MISC;ARROWLR}</span>
</div>","<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span><a href=""/items/reins-of-unity"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Reins of Unity</span><img src=""https://cdn.pokedb.org/6893b207859134dd8d9c77ca8fb957b5c465950113d37e201aae6be7f682e523w20h20"" width=""20"" height=""20"" alt=""Item Icon for Reins of Unity"" style=""width: 20px; height: 20px""></a></span>
  <span><span style=""display: inline-flex; gap: 0.25rem""><img src=""https://cdn.pokedb.org/cdn_assets/meta_assets/icons/effect_conversion/arrow_left_right.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span></span>
</div>",With {Spectrier;POKEMON;spectrier},"With <a href=""/pokemon/spectrier"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Spectrier</span><img src=""https://cdn.pokedb.org/36c5e89ab6621fd484d199e29011e4daa29f48781efcec4636beba0b304c57dcw40h40"" width=""20"" height=""20"" alt=""Pokemon Image for Spectrier"" style=""width: 20px; height: 20px""></a>",,,3,1
132,1145,,,,,,,,1,1
132,1339,,,,,,,,2,1
133,1150,,,,,,,,1,1
133,1151,left,"<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span>{Reveal Glass;ITEM;reveal-glass}</span>
  <span>{-;MISC;ARROWLR}</span>
</div>","<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span><a href=""/items/reveal-glass"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Reveal Glass</span><img src=""https://cdn.pokedb.org/c8cb69cdf4ea100939a385b55b70c61002173014e63a590705a67cd01398aa6ew20h20"" width=""20"" height=""20"" alt=""Item Icon for Reveal Glass"" style=""width: 20px; height: 20px""></a></span>
  <span><span style=""display: inline-flex; gap: 0.25rem""><img src=""https://cdn.pokedb.org/cdn_assets/meta_assets/icons/effect_conversion/arrow_left_right.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span></span>
</div>",,,,,2,1
134,1179,,,,,,,,1,1
134,1180,,,,,,,,2,1
134,1181,,,,,,,,3,1
134,1182,,,,,,,,4,1
135,1215,,,,Outside of a battle,Outside of a battle,,,1,1
135,1216,left,"<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span>{-;MISC;ARROWLR}</span>
</div>","<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span><span style=""display: inline-flex; gap: 0.25rem""><img src=""https://cdn.pokedb.org/cdn_assets/meta_assets/icons/effect_conversion/arrow_left_right.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span></span>
</div>",After switching out without fainting,After switching out without fainting,,,2,1
140,1282,left,"<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span>{Teal Mask;ITEM;teal-mask}</span>
  <span>{-;MISC;ARROWL}</span>
  <span>{-;MISC;ARROWR}</span>
  <span>{Wellspring Mask;ITEM;wellspring-mask}</span>
</div>","<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span><a href=""/items/teal-mask"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Teal Mask</span><img src=""https://cdn.pokedb.org/0e1d72c656f4130a9a5097a0ad7bdfe808c118cca033ce0020ac78f70528b700w20h20"" width=""20"" height=""20"" alt=""Item Icon for Teal Mask"" style=""width: 20px; height: 20px""></a></span>
  <span><span style=""display: inline-flex; gap: 0.25rem""><img src=""https://cdn.pokedb.org/cdn_assets/meta_assets/icons/effect_conversion/arrow_left.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span></span>
  <span><span style=""display: inline-flex; gap: 0.25rem""><img src=""https://cdn.pokedb.org/cdn_assets/meta_assets/icons/effect_conversion/arrow_right.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span></span>
  <span><a href=""/items/wellspring-mask"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Wellspring Mask</span><img src=""https://cdn.pokedb.org/a31f11b89eb119100cf7ad0c0cac6bf5e0b359af845a85f3f0cb84b9a8f9a4e4w20h20"" width=""20"" height=""20"" alt=""Item Icon for Wellspring Mask"" style=""width: 20px; height: 20px""></a></span>
</div>",While holding {Wellspring Mask;ITEM;wellspring-mask},"While holding <a href=""/items/wellspring-mask"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Wellspring Mask</span><img src=""https://cdn.pokedb.org/a31f11b89eb119100cf7ad0c0cac6bf5e0b359af845a85f3f0cb84b9a8f9a4e4w20h20"" width=""20"" height=""20"" alt=""Item Icon for Wellspring Mask"" style=""width: 20px; height: 20px""></a>",,,2,1
140,1283,left,"<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span>{Wellspring Mask;ITEM;wellspring-mask}</span>
  <span>{-;MISC;ARROWL}</span>
  <span>{-;MISC;ARROWR}</span>
  <span>{Hearthflame Mask;ITEM;hearthflame-mask}</span>
</div>","<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span><a href=""/items/wellspring-mask"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Wellspring Mask</span><img src=""https://cdn.pokedb.org/a31f11b89eb119100cf7ad0c0cac6bf5e0b359af845a85f3f0cb84b9a8f9a4e4w20h20"" width=""20"" height=""20"" alt=""Item Icon for Wellspring Mask"" style=""width: 20px; height: 20px""></a></span>
  <span><span style=""display: inline-flex; gap: 0.25rem""><img src=""https://cdn.pokedb.org/cdn_assets/meta_assets/icons/effect_conversion/arrow_left.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span></span>
  <span><span style=""display: inline-flex; gap: 0.25rem""><img src=""https://cdn.pokedb.org/cdn_assets/meta_assets/icons/effect_conversion/arrow_right.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span></span>
  <span><a href=""/items/hearthflame-mask"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Hearthflame Mask</span><img src=""https://cdn.pokedb.org/b41eff9e13e7d88d190476448ca40d38e3912af47e4ec99e687a74149cd84dc0w20h20"" width=""20"" height=""20"" alt=""Item Icon for Hearthflame Mask"" style=""width: 20px; height: 20px""></a></span>
</div>",While holding {Hearthflame Mask;ITEM;hearthflame-mask},"While holding <a href=""/items/hearthflame-mask"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Hearthflame Mask</span><img src=""https://cdn.pokedb.org/b41eff9e13e7d88d190476448ca40d38e3912af47e4ec99e687a74149cd84dc0w20h20"" width=""20"" height=""20"" alt=""Item Icon for Hearthflame Mask"" style=""width: 20px; height: 20px""></a>",,,3,1
